transaction_id,store_id,payment_method_id,voucher_id,user_id,original_amount,discount_applied,final_amount,created_at
6fe06ccc-d676-43f4-a0df-e13bef4caf20,4,1,,,10.0,0.0,10.0,2024-01-01 14:41:57
86dee61e-076f-42fe-8878-7c1d4a90ff4c,4,4,,,28.0,0.0,28.0,2024-01-01 14:41:58
d7d8315b-a12f-434f-82fd-53d41e33584c,3,2,,,24.0,0.0,24.0,2024-01-01 14:41:59
79535500-b9a9-4145-8864-ef7f8ce1f5eb,4,5,,,26.0,0.0,26.0,2024-01-01 14:42:02
0ba93a42-3913-40a4-a5ef-3fdc4716c38a,2,2,,,41.5,0.0,41.5,2024-01-01 14:42:03
72df12b0-9af4-41aa-88b9-2717c5a39a76,3,3,,,45.5,0.0,45.5,2024-01-01 14:42:04
3048664b-e432-4583-a098-ec9e6f382928,8,2,,,24.0,0.0,24.0,2024-01-01 14:42:07
ce93c5b7-bde8-43b2-aaf3-210ba15d73f8,5,5,,,30.0,0.0,30.0,2024-01-01 14:42:08
3be83ea9-98d2-4fad-8b11-af65c4bccf9d,5,3,,,30.0,0.0,30.0,2024-01-01 14:42:09
e649083a-417d-4d00-a555-382fd5741805,4,4,,,44.0,0.0,44.0,2024-01-01 14:42:10
e6b10c5c-b528-4600-92b2-c08a41dd51d3,4,1,,,24.0,0.0,24.0,2024-01-01 14:42:11
0deae8cd-22f4-4bb8-8084-4e0a172f8864,8,3,,,30.0,0.0,30.0,2024-01-01 14:42:13
d74603a2-5a97-4ea4-9292-c7ed0569c9a8,7,4,,,35.0,0.0,35.0,2024-01-01 14:42:14
efdd9b5c-91f5-40be-89a9-450bfdec3376,5,5,,,9.0,0.0,9.0,2024-01-01 14:42:15
4f0e4263-44f0-4645-99f5-8ee0553de332,5,3,,,71.5,0.0,71.5,2024-01-01 14:42:16
29ab6179-24c8-4488-8659-3bffce0366d4,6,4,,17461.0,45.0,0.0,45.0,2024-01-01 14:42:18
12a3e4bc-d8c9-43d6-9753-6f512f58e9ac,4,2,,,67.0,0.0,67.0,2024-01-01 14:42:20
8fb7d335-ee01-4fd5-9fe9-d191481863b6,6,1,,,36.0,0.0,36.0,2024-01-01 14:42:22
e97f6b7f-3d05-4935-8c9f-b9ba83c07924,3,1,,,30.0,0.0,30.0,2024-01-01 14:42:23
b6a64c99-8716-400a-a82c-968bf18eb789,9,4,,,9.0,0.0,9.0,2024-01-01 14:42:24
f58f86ab-8921-4454-a53a-4af956e7f195,5,1,,,41.5,0.0,41.5,2024-01-01 14:42:27
0b07d34b-e4e0-4076-b568-4482cb2dba65,1,2,,,12.0,0.0,12.0,2024-01-01 14:42:29
1f580317-2727-4879-8ac3-4cb08a2a8551,4,3,,,28.0,0.0,28.0,2024-01-01 14:42:31
14b137f1-30c1-41cf-912d-e5f33b6e7342,5,1,,,44.0,0.0,44.0,2024-01-01 14:42:32
91593138-af64-405d-9c70-e705ffbdb9cc,3,5,,,36.0,0.0,36.0,2024-01-01 14:42:33
ed9a1626-17a5-40bf-b85c-7b8fe71b8c1d,4,2,,,8.0,0.0,8.0,2024-01-01 14:42:35
d6ed6703-9474-433b-af5a-255b33671690,2,5,,,12.0,0.0,12.0,2024-01-01 14:42:37
469e5e3c-d8c3-4dfc-890e-7b53ed778355,7,5,,,68.0,0.0,68.0,2024-01-01 14:42:38
17a71cae-11bc-44cb-9a17-260a0bf00dca,4,5,,,30.0,0.0,30.0,2024-01-01 14:42:39
94e77406-8577-4370-b8db-843c9d390ada,3,1,,,14.0,0.0,14.0,2024-01-01 14:42:41
224e40f9-a132-44c2-88c0-e0ad43be23fa,7,4,,5324.0,50.0,0.0,50.0,2024-01-01 14:42:43
5e3981ea-ca9c-4d61-a51b-b57e20a8c378,6,5,,,64.0,0.0,64.0,2024-01-01 14:42:44
a37e4b43-b250-48ba-be9f-6144d564455f,4,2,,,28.5,0.0,28.5,2024-01-01 14:42:45
88f0e15a-0bcb-468a-a5b9-1e36ff6b32de,4,1,,,16.5,0.0,16.5,2024-01-01 14:42:46
15df8b89-bc95-4ddc-9c4d-25ef0e709170,2,5,,,65.0,0.0,65.0,2024-01-01 14:42:47
d14c8d82-a47b-43ee-828a-7abf06fe8d9a,9,2,,,14.0,0.0,14.0,2024-01-01 14:42:48
9369035d-ce39-4f49-8e0f-92dab6855f9e,3,4,,,52.0,0.0,52.0,2024-01-01 14:42:49
cc487a20-f0e9-46aa-bbef-ae3f30503955,2,2,,,29.0,0.0,29.0,2024-01-01 14:42:50
f5ae042f-f6ce-480c-b590-8e31ad56e1c1,10,1,,,31.0,0.0,31.0,2024-01-01 14:42:51
5c2173e4-b216-444d-ac67-3fb8232ca640,1,3,,,6.0,0.0,6.0,2024-01-01 14:42:52
b8280f47-bb81-4b98-a8a6-d4a5b9915047,4,5,,,39.0,0.0,39.0,2024-01-01 14:42:53
cf84df1c-fdbe-4ff0-b5e2-8322c71ca2d1,6,2,,,9.0,0.0,9.0,2024-01-01 14:42:54
ff8f683b-13a8-40b2-a8e3-fe07098d115d,5,2,,,70.5,0.0,70.5,2024-01-01 14:42:55
1d3e526b-6b46-47f6-baae-43e71c8eb142,6,5,,,8.0,0.0,8.0,2024-01-01 14:42:56
9703dc2c-2e51-485e-8cf3-6cfe71c74ee4,2,4,,,34.5,0.0,34.5,2024-01-01 14:42:59
c50ebd8a-3861-4925-b0ac-f29d9fb52fb1,8,5,,,27.5,0.0,27.5,2024-01-01 14:43:00
a6975276-d3a9-4900-a646-bbc8a37f040d,3,3,,,16.0,0.0,16.0,2024-01-01 14:43:01
f0da01f7-5068-4a36-b94b-15d7c4258efb,4,4,,,21.0,0.0,21.0,2024-01-01 14:43:03
fec5945e-dcab-4c97-99a2-e407ae6c892b,10,2,,,39.0,0.0,39.0,2024-01-01 14:43:05
fc3a0135-0795-4ae8-89b1-2f0861f661dc,2,1,,,27.0,0.0,27.0,2024-01-01 14:43:08
20210443-35d9-4852-ad84-8f8a7d051799,3,3,,,43.0,0.0,43.0,2024-01-01 14:43:09
5aeca0b7-98a2-4746-95a5-8bb9124bcf30,4,5,,,18.0,0.0,18.0,2024-01-01 14:43:11
9a54948d-0c1a-4b52-94f6-1b5f69762e7b,8,3,,,8.0,0.0,8.0,2024-01-01 14:43:13
b74b64cd-31d2-4305-b910-4629756f0f37,4,4,,,18.0,0.0,18.0,2024-01-01 14:43:14
26159456-70c3-432c-b1d3-e53dc070448d,4,5,,,57.0,0.0,57.0,2024-01-01 14:43:17
215f5848-fe12-4dff-9912-9a9e3d62d724,2,4,,,28.5,0.0,28.5,2024-01-01 14:43:19
7e73a8be-9702-4e8c-aa1d-861f78bcc9cb,5,4,,,19.5,0.0,19.5,2024-01-01 14:43:21
08d8fc1a-f904-44a4-a83f-0fb452dccb90,1,5,,,32.0,0.0,32.0,2024-01-01 14:43:22
4b231b0a-1e07-4570-95ca-67abae055510,9,4,,,32.0,0.0,32.0,2024-01-01 14:43:23
68b72ef1-85df-4853-97bd-9468dfae3772,7,3,,,18.0,0.0,18.0,2024-01-01 14:43:24
84823920-f22f-434f-b5f9-27f34085ab5d,6,4,,,51.0,0.0,51.0,2024-01-01 14:43:25
422353dc-b036-431c-bbbc-86765bff35e3,4,3,,,16.0,0.0,16.0,2024-01-01 14:43:26
ebbc3530-75bb-49a9-99db-0133bd850f8e,1,2,,,20.0,0.0,20.0,2024-01-01 14:43:27
7bda9fc7-5222-4ca8-aa00-5544371867c7,7,1,,,45.0,0.0,45.0,2024-01-01 14:43:28
855d4afa-d200-4e83-a09e-bf1630a5deea,5,3,,,16.0,0.0,16.0,2024-01-01 14:43:30
09b2ca64-73fb-4ce0-a949-cc047843a50c,1,4,,,66.5,0.0,66.5,2024-01-01 14:43:31
9f5b582e-6926-4e0c-92c6-4e8eb5ac679e,8,4,,,7.0,0.0,7.0,2024-01-01 14:43:33
ecb02f68-ea4c-4fd2-8303-7998e42d3c08,5,1,,,14.0,0.0,14.0,2024-01-01 14:43:35
6caf20b4-cfc0-4509-b2c2-d581f7e7b5ae,7,4,,,19.0,0.0,19.0,2024-01-01 14:43:36
47f656d3-f887-4212-95c6-b1ef4765f53e,9,2,,,24.0,0.0,24.0,2024-01-01 14:43:38
aba5c6f8-3c37-4176-a56a-237687cbad9d,8,3,,,19.0,0.0,19.0,2024-01-01 14:43:39
e4413123-3813-486a-9593-91b1c408aed5,9,3,,,45.0,0.0,45.0,2024-01-01 14:43:40
9d8927e4-3237-4443-bc82-d8175d555971,10,2,,,40.5,0.0,40.5,2024-01-01 14:43:41
b6a28e03-60ae-44b7-896d-0db73828baae,10,5,,,44.0,0.0,44.0,2024-01-01 14:43:42
71689e19-4772-4bbf-bd74-5dbca3ff9f7b,1,5,,,21.0,0.0,21.0,2024-01-01 14:43:44
123415f5-50a0-4aee-97bc-5f0d6a0db1ea,4,2,,,18.0,0.0,18.0,2024-01-01 14:43:46
7f680950-da79-499f-ba8d-baadcc0efde7,3,2,,,37.0,0.0,37.0,2024-01-01 14:43:47
677200dd-8db1-4592-a092-101d9d8ffcc5,2,3,,,9.0,0.0,9.0,2024-01-01 14:43:49
bd552b9a-c620-4a13-a126-8931881b8285,9,2,,,25.5,0.0,25.5,2024-01-01 14:43:51
2a880db9-f170-44bf-a958-41b56c2916ef,8,5,,,27.0,0.0,27.0,2024-01-01 14:43:53
e36b88e3-d6ec-4add-a8dc-1fc54f5a775e,8,5,,2108.0,55.0,0.0,55.0,2024-01-01 14:43:54
5aaa5b79-2a90-45f8-a209-b0ffddeebf33,9,1,,,18.0,0.0,18.0,2024-01-01 14:43:55
f7d7601e-bcb4-4367-9916-78c56d182038,10,3,,,12.0,0.0,12.0,2024-01-01 14:43:56
9f6ddc50-c5ff-41f2-8c26-7aa37f82343c,9,1,,,37.0,0.0,37.0,2024-01-01 14:43:57
df3329ca-9ae8-4901-8617-6a81916fb33d,10,1,,,51.0,0.0,51.0,2024-01-01 14:43:58
2a9ca396-d0c2-444a-bcef-1e5b968eff77,7,2,,,34.0,0.0,34.0,2024-01-01 14:43:59
84a595af-cf88-4c59-9d28-d5d4540c0cf2,3,1,,,19.0,0.0,19.0,2024-01-01 14:44:00
33636fc7-2e5e-4b36-b93f-1a7104d2a6bc,10,3,,,19.0,0.0,19.0,2024-01-01 14:44:02
782dc93c-3378-4672-836b-d7b771cf4c66,1,3,,,72.5,0.0,72.5,2024-01-01 14:44:03
07eab9f7-c9d6-4160-bbd4-5a67d5a1e9ad,7,2,,,24.0,0.0,24.0,2024-01-01 14:44:04
1824cc13-1da4-4c89-8111-99214944f0f5,9,2,,,9.5,0.0,9.5,2024-01-01 14:44:06
0d904946-f615-40eb-a962-611a5ca7954c,1,2,,,36.0,0.0,36.0,2024-01-01 14:44:07
7eb7df98-c60c-46f1-8a42-ca449d37b1fb,3,2,,,37.0,0.0,37.0,2024-01-01 14:44:08
16f4ce12-b820-4f92-9817-cdceb76ef524,3,3,,,27.0,0.0,27.0,2024-01-01 14:44:10
edbacb07-3af0-4bca-98e6-eea1f31dea34,9,4,,,45.0,0.0,45.0,2024-01-01 14:44:12
af44d384-c9e5-4e0d-b38b-b65f959755b2,7,2,,,22.0,0.0,22.0,2024-01-01 14:44:14
da7933d7-f6b0-43b8-b0c0-cf8b4e70601b,9,5,,,42.0,0.0,42.0,2024-01-01 14:44:15
75916b27-2c7e-43af-86e1-64893c04d3fc,2,1,,,70.0,0.0,70.0,2024-01-01 14:44:16
a3f3611c-4cdf-450a-b5e6-742a3a81b99d,7,4,,,29.0,0.0,29.0,2024-01-01 14:44:17
0d361b86-b122-4ffb-9c83-3a6beb02603c,5,4,,,21.0,0.0,21.0,2024-01-01 14:44:18
083cc534-5236-48ae-8aab-e38f6bb3e122,3,2,,,24.0,0.0,24.0,2024-01-01 14:44:19
6e83a545-654b-4a08-b42c-79cc3570e7f8,5,5,,,67.0,0.0,67.0,2024-01-01 14:44:20
6c030154-7d59-435a-b15d-472f91df9f58,5,4,,,43.0,0.0,43.0,2024-01-01 14:44:22
263b2773-9247-42ac-aef5-a9a1bded3065,6,5,,,30.0,0.0,30.0,2024-01-01 14:44:24
ec78385c-feac-49da-9d7d-3b96647d2ca7,7,4,,,35.0,0.0,35.0,2024-01-01 14:44:27
f72f5d29-5090-4859-a668-63629521108f,4,2,,,30.5,0.0,30.5,2024-01-01 14:44:28
8595edfd-0895-4da1-9b87-a28ff4c67aed,8,2,,,8.0,0.0,8.0,2024-01-01 14:44:29
8c6c2e38-0550-4f91-a3d1-aea5371313ba,2,1,,,12.0,0.0,12.0,2024-01-01 14:44:32
2835e509-7f32-491b-bcf7-6a5be88f4c6b,8,2,,,34.0,0.0,34.0,2024-01-01 14:44:33
479475e7-1edc-4bee-b978-8eeb2c465e69,10,1,,,27.0,0.0,27.0,2024-01-01 14:44:34
a713d50a-0ce0-48a5-a305-60e9275673ef,2,3,,,60.0,0.0,60.0,2024-01-01 14:44:35
ab525214-9d84-41b7-9d9f-ff275a34f17a,8,3,,,59.0,0.0,59.0,2024-01-01 14:44:38
38009b2c-9916-466a-980d-fcf46cde0f44,5,1,,,18.0,0.0,18.0,2024-01-01 14:44:39
6d0550b4-6469-4f86-b7fd-e2bb7fc00911,10,2,,,27.0,0.0,27.0,2024-01-01 14:44:40
571384cc-ac9d-432e-bc1b-a0b5e238d2c2,6,3,,,18.0,0.0,18.0,2024-01-01 14:44:41
9f377128-67a4-4d6c-b152-870d6d073806,1,1,,,59.0,0.0,59.0,2024-01-01 14:44:43
0fdbba0a-596b-43c0-9983-eecbae5c32d6,4,4,,,53.0,0.0,53.0,2024-01-01 14:44:44
47393a23-196a-40e6-97a4-8d3d7f0fec65,5,3,,,30.5,0.0,30.5,2024-01-01 14:44:45
3a2f6d63-93c0-4c2d-a879-be11f6933d95,1,3,,,43.0,0.0,43.0,2024-01-01 14:44:46
7dbe02a1-e093-4862-b7d3-9f795585821d,10,4,,,15.0,0.0,15.0,2024-01-01 14:44:47
c1736f41-52f4-4124-bf12-bcd38311581f,2,1,,,20.0,0.0,20.0,2024-01-01 14:44:49
c46c114b-0b8f-4fc5-9fca-5d2fc4036d36,5,5,,,56.0,0.0,56.0,2024-01-01 14:44:50
b0abdc09-1079-463e-87af-e32b9bde2425,1,1,,,42.0,0.0,42.0,2024-01-01 14:44:51
ca59e222-edae-424e-93de-012e150b9dc9,8,3,,,44.0,0.0,44.0,2024-01-01 14:44:53
873f7715-d22f-423f-9dc6-b9f3ea2a9db0,4,2,,,60.0,0.0,60.0,2024-01-01 14:44:54
165bfc5b-e751-4fda-a6a0-12a7c90001b0,6,5,,,29.0,0.0,29.0,2024-01-01 14:44:59
fe258ba4-bcb5-4e31-8820-7361c848cad4,1,1,,9902.0,20.0,0.0,20.0,2024-01-01 14:45:00
517d5ff9-c829-4646-8d0d-6ee5a543eb87,1,5,,,19.0,0.0,19.0,2024-01-01 14:45:02
bfa0fef4-24b4-4142-909c-67039a1b21d5,3,4,,,26.0,0.0,26.0,2024-01-01 14:45:03
59b25b18-b412-4321-8696-2b2b10acdccd,5,3,,,8.0,0.0,8.0,2024-01-01 14:45:05
278aa073-c56b-4756-9cc1-d75f62c98139,2,2,,16677.0,18.0,0.0,18.0,2024-01-01 14:45:06
859522c4-88bd-4a37-9273-13642874d976,2,1,,,43.5,0.0,43.5,2024-01-01 14:45:07
6b8a61c5-8dc7-4df3-a7b5-df3062511948,10,2,,,19.0,0.0,19.0,2024-01-01 14:45:08
6c4fec2e-4ca2-47c8-a65e-601e7cd6eb1f,7,4,,12194.0,38.0,0.0,38.0,2024-01-01 14:45:13
ce8db48d-9a1e-433f-b8c7-04534074238b,6,5,,,16.0,0.0,16.0,2024-01-01 14:45:14
15e522be-157c-4d37-baeb-6523b9eff980,7,4,,,9.0,0.0,9.0,2024-01-01 14:45:15
24cfb3fe-6104-4f2c-8b02-4a05b9348bc4,5,4,,,64.0,0.0,64.0,2024-01-01 14:45:16
085782e5-934c-4514-824e-13b60a4669cf,5,1,,,9.5,0.0,9.5,2024-01-01 14:45:17
6363b8a5-2dbd-4a3c-8ec7-a835607820ce,9,5,,,57.0,0.0,57.0,2024-01-01 14:45:20
ee1d9b7e-88a3-466d-9e0f-a3c508a00b79,3,5,,17462.0,56.0,0.0,56.0,2024-01-01 14:45:21
d6249428-46f2-405e-9a30-0284c98ee12b,7,2,,,40.0,0.0,40.0,2024-01-01 14:45:23
13d747c5-cd8a-4105-9743-8538417d7542,6,4,,,54.0,0.0,54.0,2024-01-01 14:45:25
f396cc1a-79c6-4d6d-8f53-8a31a8d088c2,4,3,,,21.0,0.0,21.0,2024-01-01 14:45:28
ab16d8f3-c699-4066-adab-b0c3335d4430,7,1,,,20.0,0.0,20.0,2024-01-01 14:45:29
171a7ff4-1663-47d9-8243-c4a2577a80c6,7,1,,,63.0,0.0,63.0,2024-01-01 14:45:30
d4733e51-f777-4cdf-a2af-783cd3ae5f4d,5,4,,,32.0,0.0,32.0,2024-01-01 14:45:32
45a693bd-9585-4662-86ea-79918c334f0a,7,4,,,60.0,0.0,60.0,2024-01-01 14:45:34
549169e6-77a4-4f53-bc60-c3a13684d69e,7,2,,,30.0,0.0,30.0,2024-01-01 14:45:40
9da90d54-cdef-4957-a7e6-c22c9f71b881,10,5,,,8.0,0.0,8.0,2024-01-01 14:45:41
5ff89836-a2d5-42fa-a996-75a95f19da98,5,3,,,28.0,0.0,28.0,2024-01-01 14:45:42
cd52591f-d4b6-41b0-b668-4bcc6cbf7784,4,3,,,39.0,0.0,39.0,2024-01-01 14:45:43
4b80c378-c91f-4d31-83e5-11d837a5c980,4,2,,,26.0,0.0,26.0,2024-01-01 14:45:44
c48d2b76-31d0-4f2d-b8a1-08ed4dceaeb4,4,3,,,45.5,0.0,45.5,2024-01-01 14:45:46
1e7e4d99-b3e2-4336-8f29-5c8ae3cea60e,1,4,,,45.0,0.0,45.0,2024-01-01 14:45:48
c3adad3b-2030-451b-9473-3685ca0b2bf7,3,3,,,34.0,0.0,34.0,2024-01-01 14:45:49
e1ac58e2-81c4-491c-bcdb-f424550c6cf9,7,5,,10236.0,21.0,0.0,21.0,2024-01-01 14:45:50
9867e299-6541-438d-b5b6-77fecd7ac703,5,3,,,66.5,0.0,66.5,2024-01-01 14:45:51
ec72f94e-c272-4593-b14c-19cc3c8470bc,3,1,,,22.0,0.0,22.0,2024-01-01 14:45:53
4304f52c-8b7e-4b98-a6df-4362c7c28afd,10,4,,,21.0,0.0,21.0,2024-01-01 14:45:54
b6be895d-61ff-4ff7-b7e9-5517bfbdd6a7,6,2,,,16.0,0.0,16.0,2024-01-01 14:45:56
b3ffa514-a4e3-4305-b462-a0ee219b844b,8,1,,,46.5,0.0,46.5,2024-01-01 14:45:57
0caa0e87-4910-42f9-8d60-672c9ddef2ff,10,2,,,27.0,0.0,27.0,2024-01-01 14:45:58
00914994-d9c6-424e-b5a8-457fc3b14e1e,4,3,,,21.0,0.0,21.0,2024-01-01 14:45:59
acd5b79a-e3fb-4722-9f95-81278e3ee551,5,1,,,40.5,0.0,40.5,2024-01-01 14:46:00
000f7425-b845-4e3c-adb9-c36fdb2ba8e6,4,2,,,7.0,0.0,7.0,2024-01-01 14:46:01
e0f4f1d8-16a6-4ea0-9e6c-cd799af4d942,1,1,,,44.0,0.0,44.0,2024-01-01 14:46:02
207f1132-f916-4e52-a3e9-5ed3a6b03c55,4,5,,,27.0,0.0,27.0,2024-01-01 14:46:03
be1dafeb-d0ff-428a-861f-a679276ab7e3,3,2,,,34.0,0.0,34.0,2024-01-01 14:46:04
9a7f512d-f5f2-46d2-ad53-ad77094ec324,4,2,,,54.0,0.0,54.0,2024-01-01 14:46:07
7f2976d5-b7f7-4b53-91c5-9d268d82ce8f,8,3,,,16.0,0.0,16.0,2024-01-01 14:46:09
75da76a0-4149-4b7c-85dc-5e6989f4da24,10,4,,,20.0,0.0,20.0,2024-01-01 14:46:10
c25abb1c-5278-4040-9c88-694159c3a5ba,2,2,,,51.0,0.0,51.0,2024-01-01 14:46:12
5dfd8ba9-bf54-44a8-9fe9-ca83c68dedc1,8,1,,,24.0,0.0,24.0,2024-01-01 14:46:13
9d295e42-aa2d-41e4-9dd4-c68905b73a36,9,4,,,24.0,0.0,24.0,2024-01-01 14:46:14
2a902300-9833-4218-acc6-fe074470f049,5,4,,,36.0,0.0,36.0,2024-01-01 14:46:17
005989ec-b528-4270-a926-740d1c3b65a7,7,1,,,28.0,0.0,28.0,2024-01-01 14:46:18
b4038c63-4e53-4cbc-a0c6-10f4aa8483a7,10,4,,,37.0,0.0,37.0,2024-01-01 14:46:20
613c1f22-2719-4981-9d55-07e30a312610,2,5,,11586.0,51.0,0.0,51.0,2024-01-01 14:46:21
9a6d2ee8-9b64-40de-93e5-d4b0c46244d2,1,3,,,30.0,0.0,30.0,2024-01-01 14:46:26
b2a7366f-be9f-46f6-a9b8-27d1481c8ef5,7,2,,,49.0,0.0,49.0,2024-01-01 14:46:27
c75bb0cf-1f98-4269-b441-8388749ebe41,6,4,,,44.0,0.0,44.0,2024-01-01 14:46:31
da808591-119b-4bb0-a5d3-8d8f30b81955,9,4,,,34.0,0.0,34.0,2024-01-01 14:46:33
5ac71add-fbf5-4158-a441-53f29a1283dd,2,5,,,26.0,0.0,26.0,2024-01-01 14:46:34
cd73af3b-0ab4-4fac-a7ff-cf15ed6e6e97,10,2,,,40.5,0.0,40.5,2024-01-01 14:46:36
fe388189-5686-4fc1-9cf9-653c5f9fae7a,7,5,,,7.0,0.0,7.0,2024-01-01 14:46:38
3043ec98-2aa4-48a5-a5d1-547fda3a6e3b,8,4,,17463.0,33.5,0.0,33.5,2024-01-01 14:46:39
86a32089-61fe-4507-832d-1a63f92d62c0,3,5,,,60.5,0.0,60.5,2024-01-01 14:46:40
32924f0f-918a-448a-a17d-7251bb2dd37a,3,3,,,20.0,0.0,20.0,2024-01-01 14:46:42
24799521-a8da-43ec-81a0-9ed7803efdcf,10,5,,,60.0,0.0,60.0,2024-01-01 14:46:43
cd07e205-3d9b-4164-8121-ce174e51acf3,6,4,,,41.0,0.0,41.0,2024-01-01 14:46:44
a7405421-e95f-497c-b263-918730f9d775,8,2,,,26.0,0.0,26.0,2024-01-01 14:46:46
5ff094d3-15d2-4a0f-8d3b-85537b6c58b5,4,5,,,8.0,0.0,8.0,2024-01-01 14:46:47
94e1b9b0-f782-4b7b-8721-c7b7fa33b932,1,5,,,25.0,0.0,25.0,2024-01-01 14:46:48
47f2cc19-701e-412c-8d35-9f05966c3b63,9,1,,,6.0,0.0,6.0,2024-01-01 14:46:49
fe879e50-c232-4bf6-a342-ed645a6c3158,10,4,,,16.5,0.0,16.5,2024-01-01 14:46:50
ce187e0a-339c-4f69-81f2-76facf42e391,10,3,,,26.5,0.0,26.5,2024-01-01 14:46:51
2e6e85d5-b02a-4e60-91b9-237c8e0a7180,1,3,,,47.0,0.0,47.0,2024-01-01 14:46:53
90dccadf-b20a-4a03-84d4-9913533969a5,7,2,,,45.0,0.0,45.0,2024-01-01 14:46:54
fdc55dfa-77ee-48e9-a24f-5f54b432c9ae,4,3,,,27.0,0.0,27.0,2024-01-01 14:46:55
7298e95c-686c-4988-a414-0e7fdcf93002,4,4,,,61.0,0.0,61.0,2024-01-01 14:46:58
2596b87a-fc22-4cc8-9bdb-e3408d57c9d8,3,3,,,31.0,0.0,31.0,2024-01-01 14:46:59
5cd7c0b0-a533-463a-9d2e-274fc0652d67,9,1,,,28.0,0.0,28.0,2024-01-01 14:47:00
51908e77-8363-4812-aa4b-ec271a47aa62,10,1,,,72.0,0.0,72.0,2024-01-01 14:47:01
89be1382-e73c-446d-9705-92e0101f08fc,4,5,,,48.0,0.0,48.0,2024-01-01 14:47:02
bcdb6e5a-9560-4526-8f06-de7fcd3c9a79,9,5,,,19.0,0.0,19.0,2024-01-01 14:47:03
f06e6249-059e-4f59-850d-075f4c922753,5,3,,4725.0,27.0,0.0,27.0,2024-01-01 14:47:05
71c5f047-a824-4489-b400-df8b6c1a8cf8,5,2,,,28.0,0.0,28.0,2024-01-01 14:47:06
44043c2d-beb5-4054-86e9-f8910963747b,8,1,,,41.0,0.0,41.0,2024-01-01 14:47:07
215c1ed7-a344-4e9d-8b48-0b9d617f4627,2,3,,,37.0,0.0,37.0,2024-01-01 14:47:08
1921c965-852a-40fd-98b6-ce5b14a3ac86,1,2,,,25.5,0.0,25.5,2024-01-01 14:47:09
9575aa73-b70a-4740-bcdb-fdb47eb21c33,7,3,,,18.0,0.0,18.0,2024-01-01 14:47:10
21f1dab0-53da-44a7-a505-c0c4accaaf80,3,1,,,14.0,0.0,14.0,2024-01-01 14:47:11
19ced3ae-8d24-491c-aca2-44015e2904c9,4,4,,,45.0,0.0,45.0,2024-01-01 14:47:12
2d38900b-e78c-4534-b835-c969ff78aa8b,7,3,,,38.0,0.0,38.0,2024-01-01 14:47:15
5aa7b61e-237b-4f37-972a-271f61b79787,5,3,,,14.0,0.0,14.0,2024-01-01 14:47:16
a536412c-0b16-450c-82db-7faeae054ada,8,3,,,54.0,0.0,54.0,2024-01-01 14:47:17
d57ef2c6-7716-4f7c-9180-81a95346fcf4,10,2,,,18.0,0.0,18.0,2024-01-01 14:47:19
17997dae-6469-454d-8808-ba1824a250ac,4,4,,,30.0,0.0,30.0,2024-01-01 14:47:20
a050f28a-c46f-4a5a-b8e4-80bfb939a8a7,5,1,,,9.5,0.0,9.5,2024-01-01 14:47:21
c2915380-a88f-4aca-a43f-f0f1c185fd5d,7,1,,,21.0,0.0,21.0,2024-01-01 14:47:22
a0f1c359-3f54-40f0-b3b5-1dea821feb2b,2,5,,,39.0,0.0,39.0,2024-01-01 14:47:25
0222dea4-4bbe-4d58-930a-de8da9256968,9,3,,,47.0,0.0,47.0,2024-01-01 14:47:26
b5d9b4f1-5f75-4efe-8d03-c6a44aa73305,7,5,,,18.0,0.0,18.0,2024-01-01 14:47:27
b9a53095-5dbf-4af5-a073-f8a7abf16d9c,9,5,,,44.0,0.0,44.0,2024-01-01 14:47:28
d200dd68-24ad-4f12-9999-b25eced0ea2a,6,3,,11418.0,23.0,0.0,23.0,2024-01-01 14:47:29
282dff4b-ae79-4a59-a1bd-45154d50d82e,6,1,,,37.0,0.0,37.0,2024-01-01 14:47:32
7f26d7d6-935e-4b7d-bef2-837803e82a8b,5,1,,,30.0,0.0,30.0,2024-01-01 14:47:33
68f66290-1d55-4d6d-af38-ff209dcb12fb,8,2,,,10.0,0.0,10.0,2024-01-01 14:47:34
136529cb-1e90-4ce9-84bd-ad13d6d60fac,1,5,,17464.0,8.0,0.0,8.0,2024-01-01 14:47:36
8a173019-5256-429d-9896-85c90ef8ae01,1,5,,,57.0,0.0,57.0,2024-01-01 14:47:37
fb8e2ab9-e784-47be-a1c1-12927838f35b,10,4,,,20.0,0.0,20.0,2024-01-01 14:47:38
505d5a5e-9bae-4cba-8469-021915e242ea,4,3,,,45.0,0.0,45.0,2024-01-01 14:47:41
cd57ef06-7124-414c-a9f9-3751db100c5d,2,2,,,49.0,0.0,49.0,2024-01-01 14:47:43
2b40964a-7980-4ee8-a519-862eecf38fb4,6,1,,,36.0,0.0,36.0,2024-01-01 14:47:44
52b721d2-1793-4362-81e0-9f275f3fdd15,2,2,,,44.0,0.0,44.0,2024-01-01 14:47:45
b4d4b727-8c6b-457e-9aae-ae530d75ed5f,10,3,,,28.0,0.0,28.0,2024-01-01 14:47:46
67eacd61-df4b-4d9f-b573-2c18513f4283,10,1,,15445.0,32.5,0.0,32.5,2024-01-01 14:47:48
199575d6-d021-495b-bfe1-1d5ff4945651,8,3,,,6.0,0.0,6.0,2024-01-01 14:47:49
4967996d-b093-4e77-adf9-ac6c68c11a03,1,2,,,35.5,0.0,35.5,2024-01-01 14:47:50
